Capacity,Rb_avg,Rb_max,Rb_min,snr_avg,snr_max,snr_min,blocking_count
19339.09612284853,460.4546695916316,572.7480004657468,384.53470911839827,25.706924222352438,31.01334312901939,22.101353734989218,0.0
