Capacity,Rb_avg,Rb_max,Rb_min,snr_avg,snr_max,snr_min,blocking_count
75300.0,295.29411764705884,400.0,100.0,25.438437329511764,31.01334312901939,20.339391519423643,41.0
78300.0,298.8549618320611,400.0,100.0,25.489390506448842,31.01334312901939,20.17336682455532,41.0
75300.0,295.29411764705884,400.0,100.0,25.409512348677918,31.01334312901939,19.827866294949825,42.0
79100.0,306.58914728682174,400.0,100.0,25.469649798634908,31.01334312901939,20.284060646692097,39.0
78300.0,302.3166023166023,400.0,100.0,25.434202043378388,31.01334312901939,19.827866294949825,42.0
